scenery;sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_avg_deviation;grade_median;grade_mode;max_grade
4;6;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis>assignment_vis;202;632929;416468.42;404;202;202;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis>assignment_try;290;632738;380697.09;2942;290;290;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_try>assignment_sub;291;632738;379391.86;2946;291;291;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>forum_vis>resource_vis>assignment_vis;179;632929;410991.61;358;179;179;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>forum_vis>resource_vis>assignment_sub;182;632929;407189.3;361;182;182;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_vis>assignment_sub;202;632929;416468.42;404;202;202;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_try>assignment_sub;290;632738;380697.09;2755;290;290;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis>resource_vis>assignment_vis>assignment_sub;179;632929;410991.61;358;179;179;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>forum_vis;176;632738;398019.32;704;176;176;1.49;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_vis;266;632929;396390.06;2910;266;266;1.49;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;268;632929;393485.76;2916;268;268;1.49;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_try;233;632738;392889.45;2388;233;233;1.5;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis>assignment_sub;266;632929;396390.06;2734;266;266;1.49;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis>assignment_try;232;632738;394579.18;2384;232;232;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_try>assignment_sub;233;632738;392889.45;2388;233;233;1.5;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>assignment_vis>assignment_try>assignment_sub;232;632738;394579.18;1788;232;232;1.49;0.45;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis;219;632929;397283.16;1644;219;219;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis;218;632929;399101.56;1640;218;218;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_try;193;632738;400343.84;1540;193;193;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_sub;219;632929;397283.16;1644;219;219;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_vis>assignment_try;192;632738;402424.42;1152;192;192;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_vis>assignment_sub;218;632929;399101.56;1230;218;218;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_try>assignment_sub;193;632738;400343.84;1155;193;193;1.5;0.44;1.5;1.5;2
4;6;resource_vis>forum_participation>forum_vis>assignment_vis>assignment_try>assignment_sub;171;633086;386736.92;342;171;171;1.46;0.47;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis;182;633768;366719.13;364;182;182;1.38;0.53;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;358;633768;350074.14;910;358;358;1.42;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;324;633832;379755.65;859;324;324;1.37;0.55;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;342;633768;389143.08;1829;342;342;1.38;0.52;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;191;633768;442222.3;382;191;191;1.38;0.54;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try;169;633747;411344.15;338;169;169;1.38;0.56;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;175;633768;439270.45;175;175;175;1.36;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis;195;633768;438986.97;390;195;195;1.37;0.52;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;289;633768;408948.89;659;289;289;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;178;633768;423603.6;178;178;178;1.29;0.57;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;188;633309;413267.53;188;188;188;1.42;0.52;1.5;1.5;2
4;6;assignment_vis>resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;187;633768;361311.61;369;187;187;1.39;0.53;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_try>assignment_vis;200;633768;386227.61;400;200;200;1.36;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;396;633832;367261.52;1163;396;396;1.35;0.54;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>resource_vis>assignment_vis;175;633768;436064.48;350;175;175;1.34;0.54;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;188;633768;433297.16;363;188;188;1.34;0.54;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;364;633832;393617.68;1920;364;364;1.37;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis;208;633768;438774.53;416;208;208;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_try;186;633832;432514.96;372;186;186;1.32;0.58;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>assignment_try>assignment_vis>assignment_sub;203;633768;381070.65;403;203;203;1.37;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;248;633768;405450.9;423;248;248;1.33;0.54;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;225;633123;399882.39;408;225;225;1.4;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>forum_vis>forum_vis>assignment_vis;183;632743;418624.04;366;183;183;1.43;0.48;1.5;1.5;2
4;6;assignment_vis>resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;183;632743;418624.04;366;183;183;1.43;0.48;1.5;1.5;2
4;6;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;243;632929;405529.36;604;243;243;1.42;0.49;1.5;1.5;2
4;6;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_vis>assignment_try;178;632823;409987.73;356;178;178;1.42;0.49;1.5;1.5;2
4;6;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_try>assignment_sub;179;632823;407702.17;357;179;179;1.42;0.49;1.5;1.5;2
4;6;assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;217;632929;406987.3;217;217;217;1.41;0.51;1.5;1.5;2
4;6;assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;233;632823;392184.68;411;233;233;1.43;0.49;1.5;1.5;2
4;6;assignment_vis>resource_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;190;632929;405234.21;190;190;190;1.41;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_try>assignment_sub;196;633822;392103.71;196;196;196;1.37;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;319;633843;384869.24;680;319;319;1.38;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis;179;633843;464998.27;358;179;179;1.37;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_sub;258;633768;414877.78;258;258;258;1.34;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_try>resource_vis>resource_vis>assignment_sub;171;633768;434481.9;171;171;171;1.27;0.56;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;265;633822;399058.9;435;265;265;1.36;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;176;633747;480006.22;176;176;176;1.3;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;180;633822;465181.27;360;180;180;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;326;633843;436134.73;1664;326;326;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;314;633907;407287.44;854;314;314;1.34;0.55;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis;188;633768;474296.47;376;188;188;1.38;0.51;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;304;633768;439686.14;1047;304;304;1.33;0.51;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis;175;633768;442004.47;350;175;175;1.29;0.55;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;183;633768;442614.55;358;183;183;1.28;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;194;633722;445243.04;194;194;194;1.35;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_vis;170;633714;407600.06;340;170;170;1.34;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;358;633832;410019.03;1085;358;358;1.34;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;175;633768;456355.54;175;175;175;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;354;633832;408284.48;1874;354;354;1.37;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis;195;633768;434620.7;390;195;195;1.33;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_try;180;633832;442656.32;360;180;180;1.32;0.59;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_vis>assignment_sub;175;633714;397614.18;345;175;175;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;336;633832;392768.81;1278;336;336;1.32;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis;219;633832;429607.25;438;219;219;1.32;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_try;196;633832;416027.98;392;196;196;1.28;0.57;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_try>assignment_sub;201;633832;410534.61;397;201;201;1.28;0.57;1.5;1.5;2
4;6;assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;200;633123;430216.48;200;200;200;1.4;0.5;1.5;1.5;2
4;6;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;237;633575;414941.8;408;237;237;1.39;0.49;1.5;1.5;2
4;6;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;218;633761;433002.11;218;218;218;1.35;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;213;633570;409478.72;213;213;213;1.37;0.51;1.5;1.5;2
4;6;assignment_vis>assignment_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;191;633569;423551.46;191;191;191;1.36;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis>assignment_try;211;633747;362939.8;422;211;211;1.31;0.57;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis>assignment_sub;230;633747;362579.4;441;230;230;1.3;0.56;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_try>assignment_sub;248;633747;341687.83;631;248;248;1.3;0.55;1.5;1.5;2
4;6;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_try>assignment_sub;197;633747;446998.79;197;197;197;1.3;0.57;1.5;1.5;2
4;6;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_vis>assignment_sub;299;633768;394148.7;997;299;299;1.37;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_vis>assignment_vis;170;633768;435581.76;340;170;170;1.35;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>resource_vis>resource_vis>assignment_vis>assignment_sub;291;633768;388009.56;642;291;291;1.3;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>resource_vis>resource_vis>assignment_vis>assignment_vis;180;633768;440924.24;360;180;180;1.31;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>assignment_try>assignment_vis>assignment_sub;206;633822;417965.98;206;206;206;1.35;0.54;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>assignment_vis>resource_vis>assignment_vis;194;633747;469959.71;388;194;194;1.32;0.51;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>assignment_vis>resource_vis>assignment_sub;206;633747;468775.66;400;206;206;1.33;0.51;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis>assignment_vis;207;633822;461348.26;414;207;207;1.34;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis>assignment_sub;313;633843;422890.11;1447;313;313;1.35;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_try>assignment_sub;281;633822;375564.71;678;281;281;1.32;0.55;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>resource_vis>assignment_vis>assignment_vis;180;633768;471446.74;360;180;180;1.34;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>resource_vis>assignment_vis>assignment_sub;292;633768;423206.48;1017;292;292;1.33;0.5;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>resource_vis>resource_vis>assignment_vis;171;633768;435897.36;342;171;171;1.29;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>resource_vis>resource_vis>assignment_sub;182;633768;432951.17;353;182;182;1.29;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis>forum_vis>assignment_vis>assignment_sub;186;633761;422861.62;186;186;186;1.33;0.52;1.5;1.5;2
4;6;assignment_vis>assignment_try>assignment_vis_SOME>assignment_vis>assignment_vis>assignment_sub;170;633918;418376.92;170;170;170;1.32;0.53;1.5;1.5;2
4;6;assignment_vis>assignment_try>forum_vis>forum_vis>assignment_vis>assignment_sub;186;633575;420970.81;186;186;186;1.37;0.5;1.5;1.5;2
4;6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_try>assignment_sub;211;633747;362939.8;422;211;211;1.31;0.57;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis>assignment_sub;229;633575;404980.24;762;229;229;1.45;0.45;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis>assignment_try;181;633384;416543.66;362;181;181;1.46;0.46;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_try>assignment_sub;182;633384;414259.75;363;182;182;1.46;0.46;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_try>assignment_sub;181;633384;416543.66;362;181;181;1.46;0.46;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_vis;175;633569;438994.78;350;175;175;1.48;0.43;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;177;633569;434115.89;352;177;177;1.48;0.43;1.5;1.5;2
4;6;assignment_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis>assignment_sub;175;633569;438994.78;350;175;175;1.48;0.43;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_vis;168;632743;413190.65;336;168;168;1.41;0.48;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;168;632743;413190.65;336;168;168;1.41;0.48;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;225;632823;413490.89;731;225;225;1.4;0.48;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_try;169;632823;425408.38;338;169;169;1.41;0.49;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_try>assignment_sub;170;632823;425976.82;339;170;170;1.41;0.49;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;222;632929;419425.18;222;222;222;1.41;0.49;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;269;633469;396852.32;981;269;269;1.41;0.48;1.5;1.5;2
4;6;assignment_vis>forum_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;215;633569;406115.06;215;215;215;1.39;0.5;1.5;1.5;2
4;6;assignment_vis>forum_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;168;633655;395267.32;168;168;168;1.4;0.51;1.5;1.5;2
4;6;assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;186;633655;417513.8;186;186;186;1.34;0.54;1.5;1.5;2
4;6;assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;177;633655;427994.32;177;177;177;1.34;0.54;1.5;1.5;2
4;6;assignment_vis>forum_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;201;632823;414843.29;201;201;201;1.38;0.53;1.5;1.5;2
4;6;assignment_vis>forum_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;177;632929;427514.46;177;177;177;1.39;0.54;1.5;1.5;2
4;6;assignment_vis>forum_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;183;633463;406479.46;183;183;183;1.34;0.53;1.5;1.5;2
4;6;assignment_vis>resource_vis_SOME>resource_vis>resource_vis>assignment_vis>assignment_sub;209;633768;367888.75;209;209;209;1.29;0.57;1.5;1.5;2
4;6;assignment_try>assignment_sub>assignment_vis>assignment_vis>assignment_try>assignment_sub;211;633747;362939.8;422;211;211;1.31;0.57;1.5;1.5;2
4;6;assignment_try>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;170;633768;435581.76;340;170;170;1.35;0.53;1.5;1.5;2
4;6;assignment_try>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;180;633768;440924.24;360;180;180;1.31;0.53;1.5;1.5;2
4;6;assignment_try>assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;194;633747;469959.71;388;194;194;1.32;0.51;1.5;1.5;2
4;6;assignment_try>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;207;633822;461348.26;414;207;207;1.34;0.53;1.5;1.5;2
4;6;assignment_try>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;180;633768;471446.74;360;180;180;1.34;0.53;1.5;1.5;2
4;6;assignment_try>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;171;633768;435897.36;342;171;171;1.29;0.53;1.5;1.5;2
4;6;forum_vis>resource_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;197;633086;389405.04;197;197;197;1.44;0.47;1.5;1.5;2
4;6;forum_vis>resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;169;632823;420805.97;169;169;169;1.43;0.51;1.5;1.5;2
4;6;forum_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;197;633086;418647.75;197;197;197;1.42;0.5;1.5;1.5;2
4;6;forum_vis>resource_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;195;632823;402830.98;195;195;195;1.43;0.52;1.5;1.5;2
4;6;forum_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;220;633086;410855.12;220;220;220;1.43;0.5;1.5;1.5;2
4;6;forum_vis>resource_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;276;633093;382100.46;659;276;276;1.41;0.51;1.5;1.5;2
4;6;forum_vis>resource_vis>resource_vis>forum_vis>forum_vis>assignment_vis;173;633086;420257.37;346;173;173;1.48;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;174;633086;417919.99;347;174;174;1.48;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;209;633086;399562.55;382;209;209;1.46;0.48;1.5;1.5;2
4;6;forum_vis>resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;172;632743;411962.82;172;172;172;1.42;0.51;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis;174;632738;419688.13;348;174;174;1.55;0.41;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;175;632738;417367.36;349;175;175;1.55;0.41;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_sub;174;632738;419688.13;348;174;174;1.55;0.41;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_vis;171;633086;413689.42;342;171;171;1.5;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;171;633086;413689.42;342;171;171;1.5;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;233;633086;410967.57;1309;233;233;1.48;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>forum_vis>assignment_vis>assignment_try;192;633086;408807.08;384;192;192;1.5;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>forum_vis>assignment_try>assignment_sub;192;633086;408807.08;384;192;192;1.5;0.45;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;199;633086;415749.05;199;199;199;1.47;0.46;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;232;633086;389825.98;778;232;232;1.49;0.46;1.5;1.5;2
4;6;forum_vis>resource_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;179;632738;419265.26;179;179;179;1.47;0.49;1.5;1.5;2
4;6;forum_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;173;632823;421474.12;173;173;173;1.43;0.54;1.5;1.5;2
4;6;forum_vis>assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;177;632823;397587.31;177;177;177;1.43;0.53;1.5;1.5;2
4;6;forum_vis>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;178;632823;403446.74;178;178;178;1.4;0.52;1.5;1.5;2
4;6;forum_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;180;633722;422217.64;180;180;180;1.38;0.52;1.5;1.5;2
4;6;forum_vis>assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;202;633389;428630.79;370;202;202;1.41;0.48;1.5;1.5;2
4;6;forum_vis>assignment_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;175;633384;414443.18;175;175;175;1.45;0.49;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis>forum_vis>forum_vis>assignment_vis;182;632743;387037.31;700;182;182;1.46;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis>forum_vis>forum_vis>assignment_sub;182;632743;387037.31;700;182;182;1.46;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis>assignment_sub;252;633389;386548.44;2889;252;252;1.48;0.43;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis>assignment_try;223;633384;387346.87;1562;223;223;1.48;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_try>assignment_sub;223;633384;387346.87;1562;223;223;1.48;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_try>assignment_sub;223;633384;387346.87;1562;223;223;1.48;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_vis;195;632583;407727.16;1084;195;195;1.49;0.43;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;196;632583;405716.07;1086;196;196;1.49;0.43;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis>assignment_try;173;632583;403778.02;692;173;173;1.49;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis>assignment_sub;195;632583;407727.16;1084;195;195;1.49;0.43;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis>assignment_try;173;632583;403778.02;692;173;173;1.49;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_try>assignment_sub;173;632583;403778.02;692;173;173;1.49;0.44;1.5;1.5;2
4;6;forum_vis>forum_vis_SOME>forum_vis_SOME>assignment_vis>assignment_try>assignment_sub;173;632583;403778.02;519;173;173;1.49;0.44;1.5;1.5;2
