id,userid,t,component,action,target,objectid,objecttable,courseid,relateduserid,extra_info,crud,assignment_id
168539525,138202,1575362649,mod_forum,updated,post,939015.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101319"";s:7:""forumid"";s:5:""26787"";s:9:""forumtype"";s:6:""single"";}",u,
168539534,138202,1575362665,mod_forum,viewed,course_module,26788.0,forum,2060,,N;,r,
168539609,138408,1575362739,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168539614,138408,1575362745,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168539616,93048,1575362745,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
168539621,93048,1575362757,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168539626,93048,1575362762,mod_quiz,started,attempt,2415930.0,quiz_attempts,2060,93048.0,N;,c,12843.0
168539631,138408,1575362770,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168539645,138408,1575362793,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168539760,138202,1575363044,mod_forum,created,post,939018.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101320"";s:7:""forumid"";s:5:""26788"";s:9:""forumtype"";s:6:""single"";}",c,
168539763,138202,1575363045,mod_forum,viewed,course_module,26788.0,forum,2060,,N;,r,
168539795,138202,1575363103,mod_forum,updated,post,939018.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101320"";s:7:""forumid"";s:5:""26788"";s:9:""forumtype"";s:6:""single"";}",u,
168539796,138202,1575363103,mod_forum,viewed,course_module,26788.0,forum,2060,,N;,r,
168539805,138202,1575363118,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168539807,138202,1575363123,mod_forum,viewed,discussion,102019.0,forum_discussions,2060,,N;,r,
168539935,139296,1575363262,mod_quiz,submitted,attempt,2415927.0,quiz_attempts,2060,139296.0,"a:2:{s:11:""submitterid"";s:6:""139296"";s:6:""quizid"";s:5:""12843"";}",u,12843.0
168539940,138202,1575363265,mod_forum,viewed,discussion,102019.0,forum_discussions,2060,,N;,r,
168539939,138202,1575363265,mod_forum,created,post,939019.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""102019"";s:7:""forumid"";s:5:""26785"";s:9:""forumtype"";s:7:""general"";}",c,
168539970,139296,1575363336,mod_quiz,viewed,course_module,12844.0,quiz,2060,,N;,r,12844.0
168539974,138202,1575363345,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
